T01n0001    長阿含經【後秦 佛陀耶舍共竺佛念譯】
T21n1237    1  阿吒婆拘鬼神大將上佛陀羅尼神呪經【失譯】
T21n1238    1  阿吒婆[牛*句]鬼神大將上佛陀羅尼經【失譯】
T21n1239    3  阿吒薄俱元帥大將上佛陀羅尼經修行儀軌【唐 善無畏譯】
T21n1240    1  阿吒薄[牛*句]付囑呪【】
T21n1241    1  伽馱金剛真言【】
T21n1242    1  佛說妙吉祥瑜伽大教金剛陪囉嚩輪觀想成就儀軌經【宋 法賢譯】
T21n1243    2  佛說出生一切如來法眼遍照大力明王經【宋 法護譯】
T21n1244    1  毘沙門天王經【唐 不空譯】
T21n1245    1  佛說毘沙門天王經【宋 法天譯】
T21n1246    1  摩訶吠室囉末那野提婆喝囉闍陀羅尼儀軌【唐 般若斫羯囉譯】
T21n1247    1  北方毘沙門天王隨軍護法儀軌【唐 不空譯】
T21n1248    1  北方毘沙門天王隨軍護法真言【唐 不空譯】
T21n1249    1  毘沙門儀軌【唐 不空譯】
T21n1250    1  北方毘沙門多聞寶藏天王神妙陀羅尼別行儀軌【唐 不空譯】
T21n1251    3  吽迦陀野儀軌【唐 金剛智譯】
T21n1252a   1  佛說大吉祥天女十二名號經【唐 不空譯】
T21n1252b   1  佛說大吉祥天女十二名號經【唐 不空譯】
T21n1253    1  大吉祥天女十二契一百八名無垢大乘經【唐 不空譯】
T21n1254    1  末利支提婆華鬘經【唐 不空譯】
T21n1255a   1  佛說摩利支天菩薩陀羅尼經【唐 不空譯】
T21n1255b   1  佛說摩利支天經【唐 不空譯】
T21n1256    1  佛說摩利支天陀羅尼呪經【失譯】
T21n1257    7  佛說大摩里支菩薩經【宋 天息災譯】
T21n1258    1  摩利支菩薩略念誦法【唐 不空譯】
T21n1259    1  摩利支天一印法【】
T21n1260    1  大藥叉女歡喜母并愛子成就法【唐 不空譯】
T21n1261    1  訶利帝母真言經【唐 不空譯】
T21n1262    1  佛說鬼子母經【失譯】
T21n1263    1  氷揭羅天童子經【唐 不空譯】
T21n1264a   1  觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經【唐 不空譯】
T21n1264b   1  佛說穰麌梨童女經【唐 不空譯】
T21n1265    1  佛說常瞿利毒女陀羅尼呪經【唐 瞿多譯】
T21n1266    1  大聖天歡喜雙身毘那夜迦法【唐 不空譯】
T21n1267    1  使呪法經【唐 菩提留支譯】
T21n1268    1  大使呪法經【唐 菩提留支譯】
T21n1269    1  佛說金色迦那鉢底陀羅尼經【唐 金剛智譯】
T21n1270    1  大聖歡喜雙身大自在天毘那夜迦王歸依念誦供養法【唐 善無畏譯】
T21n1271    1  摩訶毘盧遮那如來定惠均等入三昧耶身雙身大聖歡喜天菩薩修行祕密法儀軌【唐 不空譯】
T21n1272    4  金剛薩埵說頻那夜迦天成就儀軌經【宋 法賢譯】
T21n1273    1  毘那夜迦誐那鉢底瑜伽悉地品祕要【唐 含光記】
T21n1274    1  大聖歡喜雙身毘那夜迦天形像品儀軌【唐 憬瑟撰】
T21n1275    1  聖歡喜天式法【唐 般若惹羯羅撰】
T21n1276    1  文殊師利菩薩根本大教王經金翅鳥王品【唐 不空譯】
T21n1277    1  速疾立驗魔醯首羅天說阿尾奢法【唐 不空譯】
T21n1278    1  迦樓羅及諸天密言經【唐 般若力譯】
T21n1279    1  摩醯首羅天法要【】
T21n1280    1  摩醯首羅大自在天王神通化生伎藝天女念誦法【】
T21n1281    1  那羅延天共阿修羅王鬪戰法【唐 寶思惟譯】
T21n1282    1  寶藏天女陀羅尼法【】
T21n1283    2  佛說寶藏神大明曼拏羅儀軌經【宋 法天譯】
T21n1284    2  佛說聖寶藏神儀軌經【宋 法天譯】
T21n1285    1  佛說寶賢陀羅尼經【宋 法賢譯】
T21n1286    1  堅牢地天儀軌【唐 善無畏譯】
T21n1287    1  大黑天神法【唐 神愷記】
T21n1288    3  佛說最上祕密那拏天經【宋 法賢譯】
T21n1289    1  佛說金毘羅童子威德經【唐 不空譯】
T21n1290    1  焰羅王供行法次第【唐 阿謨伽撰】
T21n1291    1  深沙大將儀軌【唐 不空譯】
T21n1292    1  法華十羅剎法【】
T21n1293    1  般若守護十六善神王形體【唐 金剛智譯】
T21n1294    1  施八方天儀則【】
T21n1295    1  供養護世八天法【唐 法全集】
T21n1296    1  十天儀軌【】
T21n1297    1  供養十二大威德天報恩品【唐 不空譯】
T21n1298    1  十二天供儀軌【】
T21n1299    2  文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經【唐 不空譯】
T21n1300    2  摩登伽經【吳 竺律炎支謙共譯】
T21n1301    1  舍頭諫太子二十八宿經(一名虎耳經)【西晉 竺法護譯】
T21n1302    1  諸星母陀羅尼經【唐 法成譯】
T21n1303    1  佛說聖曜母陀羅尼經【宋 法天譯】
T21n1304    1  宿曜儀軌【唐 一行撰】
T21n1305    1  北斗七星念誦儀軌【唐 金剛智譯】
T21n1306    1  北斗七星護摩祕要儀軌【唐 不空述】
T21n1307    1  佛說北斗七星延命經【】
T21n1308    2  七曜攘災決【唐 金俱吒撰】
T21n1309    1  七曜星辰別行法【唐 一行撰】
T21n1310    1  北斗七星護摩法【唐 一行撰】
T21n1311    1  梵天火羅九曜【唐 一行述】
T21n1312    1  難儞計濕嚩囉天說支輪經【宋 法賢譯】
T21n1313    1  佛說救拔焰口餓鬼陀羅尼經【唐 不空譯】
T21n1314    1  佛說救面然餓鬼陀羅尼神呪經【唐 實叉難陀譯】
T21n1315    1  施諸餓鬼飲食及水法【唐 不空譯】
T21n1316    1  佛說甘露經陀羅尼呪【唐 實叉難陀譯】
T21n1317    1  甘露陀羅尼呪【唐 實叉難陀譯】
T21n1318    1  瑜伽集要救阿難陀羅尼焰口軌儀經【唐 不空譯】
T21n1319    1  瑜伽集要焰口施食起教阿難陀緣由【唐 不空譯】
T21n1320    1  瑜伽集要焰口施食儀【】
T21n1321    1  佛說施餓鬼甘露味大陀羅尼經【唐 跋馱木阿譯】
T21n1322    1  新集浴像儀軌【唐 慧琳述】
T21n1323    1  除一切疾病陀羅尼經【唐 不空譯】
T21n1324    1  能淨一切眼疾病陀羅尼經【唐 不空譯】
T21n1325    1  佛說療痔病經【唐 義淨譯】
T21n1326    1  佛說呪時氣病經【東晉 曇無蘭譯】
T21n1327    1  佛說呪齒經【東晉 曇無蘭譯】
T21n1328    1  佛說呪目經【東晉 曇無蘭譯】
T21n1329    1  佛說呪小兒經【東晉 曇無蘭譯】
T21n1330    1  囉嚩拏說救療小兒疾病經【宋 法賢譯】
T21n1331   12  佛說灌頂經【東晉 帛尸梨蜜多羅譯】
T21n1332    4  七佛八菩薩所說大陀羅尼神呪經【失譯】
T21n1333    1  虛空藏菩薩問七佛陀羅尼呪經【失譯】
T21n1334    1  如來方便善巧呪經【隋 闍那崛多譯】
T21n1335    4  大吉義神呪經【元魏 曇曜譯】
T21n1336   10  陀羅尼雜集【失譯】
T21n1337    1  種種雜呪經【北周 闍那崛多譯】
T21n1338    1  呪三首經【唐 地婆訶羅譯】
T21n1339    4  大方等陀羅尼經【北涼 法眾譯】
T21n1340   20  大法炬陀羅尼經【隋 闍那崛多譯】
T21n1341   20  大威德陀羅尼經【隋 闍那崛多譯】
T21n1342    1  佛說無崖際總持法門經【西秦 聖堅譯】
T21n1343    1  尊勝菩薩所問一切諸法入無量門陀羅尼經【北齊 萬天懿譯】
T21n1344    1  金剛上味陀羅尼經【元魏 佛陀扇多譯】
T21n1345    1  金剛場陀羅尼經【隋 闍那崛多譯】
T21n1346    1  諸佛集會陀羅尼經【唐 提雲般若等譯】
T21n1347    1  息除中夭陀羅尼經【宋 施護譯】
T21n1348    1  佛說十二佛名神呪校量功德除障滅罪經【隋 闍那崛多譯】
T21n1349    1  佛說稱讚如來功德神呪經【唐 義淨譯】
T21n1350    1  佛說一切如來名號陀羅尼經【宋 法賢譯】
T21n1351    1  佛說持句神呪經【吳 支謙譯】
T21n1352    1  佛說陀隣尼鉢經【東晉 曇無蘭譯】
T21n1353    1  東方最勝燈王陀羅尼經【隋 闍那崛多譯】
T21n1354    1  東方最勝燈王如來經【隋 闍那崛多等譯】
T21n1355    1  佛說聖最上燈明如來陀羅尼經【宋 施護譯】
T21n1356    1  佛說華積陀羅尼神呪經【吳 支謙譯】
T21n1357    1  佛說師子奮迅菩薩所問經【失譯】
T21n1358    1  佛說花聚陀羅尼呪經【失譯】
T21n1359    1  佛說花積樓閣陀羅尼經【宋 施護譯】
T21n1360    1  六門陀羅尼經【唐 玄奘譯】
T21n1361    1  六門陀羅尼經論(附廣釋)【世親菩薩造】
T21n1362    1  佛說善夜經【唐 義淨譯】
T21n1363    1  勝幢臂印陀羅尼經【唐 玄奘譯】
T21n1364    1  妙臂印幢陀羅尼經【唐 實叉難陀譯】
T21n1365    1  八名普密陀羅尼經【唐 玄奘譯】
T21n1366    1  佛說祕密八名陀羅尼經【宋 法賢譯】
T21n1367    1  佛說大普賢陀羅尼經【失譯】
T21n1368    1  佛說大七寶陀羅尼經【失譯】
T21n1369a   1  百千印陀羅尼經【唐 實叉難陀譯】
T21n1369b   1  百千印陀羅尼經【唐 實叉難陀譯】
T21n1370    1  佛說持明藏八大總持王經【宋 施護譯】
T21n1371    1  佛說聖大總持王經【宋 施護譯】
T21n1372    1  增慧陀羅尼經【宋 施護譯】
T21n1373    1  佛說施一切無畏陀羅尼經【宋 施護等譯】
T21n1374    1  佛說一切功德莊嚴王經【唐 義淨譯】
T21n1375    1  佛說莊嚴王陀羅尼呪經【唐 義淨譯】
T21n1376    2  佛說聖莊嚴陀羅尼經【宋 施護譯】
T21n1377    1  佛說寶帶陀羅尼經【宋 施護譯】
T21n1378a   1  佛說玄師颰陀所說神呪經【東晉 曇無蘭譯】
T21n1378b   1  幻師颰陀神呪經【東晉 曇無蘭譯】
T21n1379    1  佛說大愛陀羅尼經【宋 法賢譯】
T21n1380    1  佛說善樂長者經【宋 法賢譯】
T21n1381    1  佛說大吉祥陀羅尼經【宋 法賢譯】
T21n1382    1  佛說宿命智陀羅尼【宋 法賢譯】
T21n1383    1  佛說宿命智陀羅尼經【宋 法賢譯】
T21n1384    1  佛說鉢蘭那賒嚩哩大陀羅尼經【宋 法賢譯】
T21n1385    1  佛說俱枳羅陀羅尼經【宋 法賢譯】
T21n1386    1  佛說妙色陀羅尼經【宋 法賢譯】
T21n1387    1  佛說栴檀香身陀羅尼經【宋 法賢譯】
T21n1388    1  佛說無畏陀羅尼經【宋 法賢譯】
T21n1389    1  佛說無量壽大智陀羅尼【宋 法賢譯】
T21n1390    1  佛說洛叉陀羅尼經【宋 法賢譯】
T21n1391    1  佛說檀特羅麻油述經【東晉 曇無蘭譯】
T21n1392    1  大寒林聖難拏陀羅尼經【宋 法天譯】
T21n1393    1  佛說摩尼羅亶經【東晉 曇無蘭譯】
T21n1394    1  佛說安宅神呪經【失譯】
T21n1395    1  拔濟苦難陀羅尼經【唐 玄奘譯】
T21n1396    1  佛說拔除罪障呪王經【唐 義淨譯】
T21n1397    1  智炬陀羅尼經【唐 提雲般若等譯】
T21n1398    1  佛說智光滅一切業障陀羅尼經【宋 施護譯】
T21n1399    1  佛說滅除五逆罪大陀羅尼經【宋 法賢譯】
T21n1400    1  佛說消除一切災障寶髻陀羅尼經【宋 法賢譯】
T21n1401    1  佛說大金剛香陀羅尼經【宋 施護譯】
T21n1402    1  消除一切閃電障難隨求如意陀羅尼經【宋 施護譯】
T21n1403    1  佛說如意摩尼陀羅尼經【宋 施護譯】
T21n1404    1  佛說如意寶總持王經【宋 施護譯】
T21n1405    1  佛說息除賊難陀羅尼經【宋 法賢譯】
T21n1406    1  佛說辟除賊害呪經【】
T21n1407    1  佛說辟除諸惡陀羅尼經【宋 法賢譯】
T21n1408    1  佛說最上意陀羅尼經【宋 施護譯】
T21n1409    1  佛說聖最勝陀羅尼經【宋 施護譯】
T21n1410    1  佛說勝幡瓔珞陀羅尼經【宋 施護譯】
T21n1411    1  佛說蓮華眼陀羅尼經【宋 施護譯】
T21n1412    1  佛說寶生陀羅尼經【宋 施護譯】
T21n1413    1  佛說尊勝大明王經【宋 施護譯】
T21n1414    1  佛說金身陀羅尼經【宋 施護譯】
T21n1415    1  大金剛妙高山樓閣陀羅尼【宋 施護譯】
T21n1416    1  金剛摧碎陀羅尼【宋 慈賢譯】
T21n1417    1  佛說壞相金剛陀羅尼經【元 沙囉巴譯】
T21n1418    1  佛說一切如來安像三昧儀軌經【宋 施護譯】
T21n1419    1  佛說造像量度經解【清 工布查布譯解】
T21n1420    2  龍樹五明論【】
T22n1421   30  彌沙塞部和醯五分律【劉宋 佛陀什共竺道生等譯】
T22n1422a   1  彌沙塞五分戒本【劉宋 佛陀什等譯】
T22n1422b   1  五分戒本【劉宋 佛陀什等譯】
T22n1423    1  五分比丘尼戒本【梁 明徽集】
T22n1424    1  彌沙塞羯磨本【唐 愛同錄】
T22n1425   40  摩訶僧祇律【東晉 佛陀跋陀羅共法顯譯】
T22n1426    1  摩訶僧祇律大比丘戒本【東晉 佛陀跋陀羅譯】
T22n1427    1  摩訶僧祇比丘尼戒本【東晉 法顯共覺賢譯】
T22n1428   60  四分律【姚秦 佛陀耶舍共竺佛念等譯】
T22n1429    1  四分律比丘戒本【後秦 佛陀耶舍譯】
T22n1430    1  四分僧戒本【後秦 佛陀耶舍譯】
T22n1431    1  四分比丘尼戒本【後秦 佛陀耶舍譯】
T22n1432    1  曇無德律部雜羯磨【曹魏 康僧鎧譯】
T22n1433    1  羯磨【曹魏 曇諦譯】
T22n1434    1  四分比丘尼羯磨法【劉宋 求那跋摩譯】
T23n1435   61  十誦律【後秦 弗若多羅共羅什譯】
T23n1436    1  十誦比丘波羅提木叉戒本【姚秦 鳩摩羅什譯】
T23n1437    1  十誦比丘尼波羅提木叉戒本【劉宋 法顯集出】
T23n1438    1  大沙門百一羯磨法【】
T23n1439    1  十誦羯磨比丘要用【劉宋 僧璩撰出】
T23n1440    9  薩婆多毘尼毘婆沙【失譯】
T23n1441   10  薩婆多部毘尼摩得勒伽【劉宋 僧伽跋摩譯】
T23n1442   50  根本說一切有部毘奈耶【唐 義淨譯】
T23n1443   20  根本說一切有部苾芻尼毘奈耶【唐 義淨譯】
T23n1444    4  根本說一切有部毘奈耶出家事【唐 義淨譯】
T23n1445    1  根本說一切有部毘奈耶安居事【唐 義淨譯】
T23n1446    1  根本說一切有部毘奈耶隨意事【唐 義淨譯】
T23n1447    2  根本說一切有部毘奈耶皮革事【唐 義淨譯】
T24n1448   18  根本說一切有部毘奈耶藥事【唐 義淨譯】
T24n1449    1  根本說一切有部毘奈耶羯恥那衣事【唐 義淨譯】
T24n1450   20  根本說一切有部毘奈耶破僧事【唐 義淨譯】
T24n1451   40  根本說一切有部毘奈耶雜事【唐 義淨譯】
T24n1452   10  根本說一切有部尼陀那目得迦【唐 義淨譯】
T24n1453   10  根本說一切有部百一羯磨【唐 義淨譯】
T24n1454    1  根本說一切有部戒經【唐 義淨譯】
T24n1455    1  根本說一切有部苾芻尼戒經【唐 義淨譯】
T24n1456    1  根本說一切有部毘奈耶尼陀那目得迦攝頌【唐 義淨譯】
T24n1457    1  根本說一切有部略毘奈耶雜事攝頌【唐 義淨譯】
T24n1458   14  根本薩婆多部律攝【尊者勝友造  唐 義淨譯】
T24n1459    3  根本說一切有部毘奈耶頌【尊者毘舍佉造  唐 義淨譯】
T24n1460    1  解脫戒經【元魏 般若流支譯】
T24n1461    1  律二十二明了論【弗陀多羅多造  陳 真諦譯】
T24n1462   18  善見律毘婆沙【蕭齊 僧伽跋陀羅譯】
T24n1463    8  毘尼母經【失譯】
T24n1464   10  鼻奈耶【姚秦 竺佛念譯】
T24n1465    1  舍利弗問經【失譯】
T24n1466    1  優波離問佛經【宋 求那跋摩譯】
T24n1467a   1  佛說犯戒罪報輕重經【後漢 安世高譯】
T24n1467b   1  佛說犯戒罪報輕重經【】
T24n1468    1  佛說目連所問經【宋 法天譯】
T24n1469    1  佛說迦葉禁戒經【宋 沮渠京聲譯】
T24n1470    2  大比丘三千威儀【後漢 安世高譯】
T24n1471    1  沙彌十戒法并威儀【失譯】
T24n1472    1  沙彌威儀【宋 求那跋摩譯】
T24n1473    1  佛說沙彌十戒儀則經【宋 施護譯】
T24n1474    1  沙彌尼戒經【失譯】
T24n1475    1  沙彌尼離戒文【失譯】
T24n1476    1  佛說優婆塞五戒相經【宋 求那跋摩譯】
T24n1477    1  佛說戒消災經【吳 支謙譯】
T24n1478    2  大愛道比丘尼經【失譯】
T24n1479    1  佛說苾芻五法經【宋 法天譯】
T24n1480    1  佛說苾芻迦尸迦十法經【宋 法天譯】
T24n1481    1  佛說五恐怖世經【宋 沮渠京聲譯】
T24n1482    2  佛阿毘曇經出家相品【陳 真諦譯】
T24n1483a   1  佛說目連問戒律中五百輕重事【失譯】
T24n1483b   2  佛說目連問戒律中五百輕重事經【失譯】
T24n1484    2  梵網經【後秦 鳩摩羅什譯】
T24n1485    2  菩薩瓔珞本業經【姚秦 竺佛念譯】
T24n1486    1  受十善戒經【失譯】
T24n1487    1  佛說菩薩內戒經【宋 求那跋摩譯】
T24n1488    7  優婆塞戒經【北涼 曇無讖譯】
T24n1489    1  清淨毘尼方廣經【後秦 鳩摩羅什譯】
T24n1490    1  寂調音所問經【宋 法海譯】
T24n1491    1  菩薩藏經【梁 僧伽婆羅譯】
T24n1492    1  佛說舍利弗悔過經【後漢 安世高譯】
T24n1493    1  大乘三聚懺悔經【隋 闍那崛多共笈多等譯】
T24n1494    1  佛說淨業障經【失譯】
T24n1495    1  善恭敬經【隋 闍那崛多譯】
T24n1496    1  佛說正恭敬經【元魏 佛陀扇多譯】
T24n1497    1  佛說大乘戒經【宋 施護譯】
